SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532090,VANDANA     ,XT,Q,0.23,0.23,0.23,0.23,0.23,0.24,1,1300,299.00,
532097,MUKAND ENGG.,B ,Q,37.65,38.75,36.90,37.05,36.90,38.25,60,6399,241005.00,
532102,SBEC SUGAR  ,XT,Q,6.37,6.37,6.37,6.37,6.37,6.37,2,50,318.00,
532121,DENA BANK   ,A ,Q,19.85,20.15,19.40,19.50,19.55,19.85,585,276655,5483515.00,
532123,BSE  INFRA  ,B ,Q,3.90,4.04,3.86,3.90,3.90,3.99,52,58293,228244.00,
532124,RELIAB VEN  ,X ,Q,16.20,16.20,15.50,15.55,15.50,15.50,11,5030,78228.00,
532129,HEXAWARE TEC,A ,Q,345.10,375.90,345.10,373.85,373.85,360.35,1075,48651,18009509.00,
532134,BANKBARODA  ,A ,Q,131.55,136.50,130.80,135.80,135.80,133.40,6859,1672381,224262547.00,
532141,ANDHRA CEMEN,T ,Q,10.00,10.24,9.86,9.90,9.90,10.37,83,68996,687377.00,
532143,SKM EGG PROD,B ,Q,88.00,89.45,86.85,87.35,87.00,88.50,133,10503,921120.00,
532144,WELCORP     ,A ,Q,146.30,151.40,145.80,147.85,149.70,147.40,952,112055,16658693.00,
532145,H.S.(I) LTD.,X ,Q,9.65,9.65,9.65,9.65,9.65,9.63,1,100,965.00,
532149,BNK OF INDIA,A ,Q,97.70,102.30,96.60,100.70,100.70,100.30,4162,1053060,104501255.00,
532150,INDRAPRAST  ,B ,Q,50.10,50.50,49.75,49.85,50.00,50.30,106,13632,683821.00,
532155,GAIL (I) LTD,A ,Q,441.05,450.00,436.50,437.75,437.75,442.20,2245,97717,43086621.00,
532156,VAIBHAVGBL  ,B ,Q,708.45,717.05,699.95,702.10,704.00,701.75,119,4536,3197091.00,
532162,JK PAPER    ,B ,Q,136.70,139.80,136.20,137.10,137.10,139.50,478,45460,6281467.00,
532163,SAREGAMA (I),B ,Q,673.00,675.00,651.00,659.05,662.00,679.80,171,2974,1970070.00,
532172,SPHEREGSL   ,B ,Q,33.05,36.00,33.05,35.00,35.30,33.50,77,22749,774946.00,
532173,CYBERTECH   ,B ,Q,63.25,64.10,61.35,62.20,62.20,63.80,74,32029,2027550.00,
532174,ICICI BANK  ,A ,Q,292.55,297.00,290.35,291.75,291.75,295.00,4131,3346354,979853383.00,
532175,CYIENT      ,A ,Q,639.00,649.90,633.10,642.75,642.75,639.20,864,10189,6515115.00,
532178,ENGINRS.(I) ,A ,Q,156.30,157.25,153.75,154.55,154.55,157.25,1513,68489,10658816.00,
532179,CORPN.BANK  ,A ,Q,29.95,30.60,29.80,30.20,30.20,30.10,217,31154,941951.00,
532180,DHANALAK.BNK,B ,Q,21.05,24.50,20.70,23.70,24.15,21.45,811,190661,4315641.00,
532181,GUJ.MINERAL ,A ,Q,125.70,129.20,125.10,127.95,127.95,126.50,253,19624,2489368.00,
532183,GAYATRI SUGR,X ,Q,9.90,9.99,9.50,9.83,9.72,9.71,130,91361,889398.00,
532187,INDUSIND BNK,A ,Q,1710.55,1737.40,1701.50,1716.45,1716.45,1720.90,1816,248388,425315899.00,
532189,INDIA TOURIS,B ,Q,453.30,477.95,441.75,458.40,458.40,462.55,1108,21458,9888420.00,
532209,J & K BANK  ,A ,Q,58.65,59.05,56.00,58.70,58.60,59.10,258,38091,2231514.00,
532210,CITY UNION  ,A ,Q,175.80,177.55,171.60,175.40,175.40,175.80,381,30618,5314353.00,
532212,ARCHIES LTD ,B ,Q,33.50,34.70,32.75,32.90,32.90,33.90,362,73245,2480689.00,
532215,AXIS BANK   ,A ,Q,513.40,524.95,500.00,520.90,521.60,520.25,2964,214444,111024854.00,
532218,SOUTH IND.BK,A ,Q,24.25,24.50,23.95,24.05,24.05,24.30,625,465754,11261574.00,
532219,ENERGY DEV. ,B ,Q,20.80,20.80,19.80,20.00,19.95,20.80,90,99142,1983932.00,
532221,SONATA SOFT.,B ,Q,304.20,310.00,304.20,306.50,306.50,308.20,320,15168,4662402.00,
532230,BENGAL TEA &,X ,Q,54.00,54.00,54.00,54.00,54.00,52.55,2,120,6480.00,
532234,NAT.ALUM    ,A ,Q,67.30,67.45,65.30,65.90,65.90,67.30,1880,429395,28413289.00,
532240,INDIA NIPPON,B ,Q,999.95,1000.00,962.20,965.95,965.95,983.40,152,1909,1871877.00,
532254,POLARIS     ,A ,Q,473.95,474.30,471.55,471.85,471.60,471.75,40,1015,479458.00,
532259,APAR INDUS. ,B ,Q,736.70,761.20,728.95,744.45,746.70,750.50,71,396,294548.00,
532268,ACCELYA     ,B ,Q,1311.40,1345.45,1307.45,1340.90,1340.85,1337.55,22,183,243212.00,
532271,CYBERMATE   ,X ,Q,2.77,2.99,2.77,2.91,2.91,2.85,20,18525,53782.00,
532275,LANDMARC LEI,XT,Q,0.55,0.55,0.55,0.55,0.55,0.57,15,29900,16445.00,
532276,SYNDICATE BN,A ,Q,59.50,61.15,59.15,60.30,60.30,60.40,893,331294,19982700.00,
532281,HCL TECHNO  ,A ,Q,927.00,946.45,916.00,938.05,938.05,927.25,1007,32175,30073354.00,
532282,CASTEXTECH  ,T ,Q,4.13,4.30,4.10,4.15,4.14,4.24,67,115751,479663.00,
532284,TCFC FINANCE,X ,Q,36.50,36.50,33.55,33.80,33.75,34.90,9,1371,46844.00,
532285,GEOJITFSL   ,B ,Q,100.05,101.65,98.05,98.80,99.15,101.00,177,20619,2073395.00,
532286,JINDAL STE  ,A ,Q,217.10,235.95,217.10,233.60,233.60,220.90,8283,1987225,457094310.00,
532290,BLB LTD.    ,B ,Q,5.35,5.57,5.09,5.47,5.57,5.35,57,27129,144442.00,
532296,GLENMARK PHA,A ,Q,543.20,549.00,540.00,546.85,548.00,543.20,542,25641,13994585.00,
532300,WOCKHARDT   ,A ,Q,749.90,785.00,738.65,748.80,748.80,750.35,2622,110119,82500776.00,
532301,TATA COFFEE ,B ,Q,118.30,119.65,117.70,118.20,118.45,118.65,610,79003,9364748.00,
532305,IND-SWIFT LA,B ,Q,61.00,61.15,57.10,59.45,59.65,59.50,25,1709,99778.00,
532309,GEPIL       ,B ,Q,819.90,859.95,798.65,834.15,850.05,812.75,187,106258,87008238.00,
532310,SHREE RAMA  ,B ,Q,12.10,12.29,11.45,11.54,11.92,12.00,34,38909,464996.00,
532313,MAHINDRALIFE,A ,Q,435.00,440.85,428.00,429.40,440.85,435.30,50,805,346003.00,
532318,GEMINI COMMU,T ,Q,1.10,1.15,1.10,1.10,1.10,1.15,6,361,397.00,
532321,CADILA HEALT,A ,Q,375.45,386.80,374.00,384.80,383.70,376.55,837,29422,11210328.00,
532323,SHIVA CEMENT,X ,Q,25.30,27.00,25.30,26.20,26.20,25.85,524,350997,9249745.00,
532324,CINEVISTA   ,B ,Q,9.00,9.35,8.75,8.83,8.75,9.00,8,2701,24068.00,
532326,INTENS TECH ,B ,Q,80.95,83.20,78.00,79.35,79.35,79.80,124,12383,975694.00,
532329,DANLAW TECH.,X ,Q,70.75,73.45,69.80,70.35,70.35,71.10,28,2885,203274.00,
532330,BIOPAC INDIA,XT,Q,24.45,25.25,23.15,23.15,23.15,24.35,47,24304,574560.00,
532331,AJANTA PHARM,A ,Q,1389.00,1389.00,1365.85,1379.10,1379.10,1388.80,402,5489,7558650.00,
532336,BARON INFO. ,XT,Q,0.32,0.32,0.32,0.32,0.32,0.32,1,20,6.00,
532339,COMPUCOM SOF,B ,Q,12.15,12.15,11.77,11.82,11.94,11.83,40,20072,238506.00,
532341,IZMO        ,B ,Q,97.50,99.55,95.10,97.45,97.60,97.15,157,23085,2262082.00,
532342,COMMEX TECH ,XT,Q,0.44,0.46,0.44,0.46,0.46,0.46,17,21566,9501.00,
532343,TVS MOTOR L ,A ,Q,610.00,627.00,608.10,623.20,623.20,614.70,1317,42764,26501390.00,
532345,GATI LTD.   ,A ,Q,100.60,101.95,98.80,100.20,100.20,101.25,538,49256,4965557.00,
532348,SUBEX LTX   ,B ,Q,8.20,8.30,8.11,8.17,8.17,8.26,356,430437,3522499.00,
532349,TRANSPORT CO,B ,Q,256.55,264.55,255.00,258.85,258.85,256.55,89,6131,1582716.00,
532350,PADMALAYA TE,XT,Q,3.45,3.45,3.13,3.18,3.18,3.29,41,29352,97399.00,
532351,AKSH OPTIFIB,B ,Q,32.05,33.25,31.60,32.30,32.30,32.80,644,166379,5403566.00,
532355,PICTURHOUSE ,SS,Q,4.10,4.10,4.10,4.10,4.10,3.80,1,500,2050.00,
532356,TRIVENI ENGG,B ,Q,45.95,48.90,45.75,47.35,47.35,46.45,540,80292,3795118.00,
532357,MUKTA ARTS  ,B ,Q,65.50,66.55,64.55,64.65,64.65,65.70,59,5066,329197.00,
532362,NAGPUR POWER,X ,Q,40.50,40.50,35.00,35.05,35.00,36.35,30,2025,73732.00,
532365,DYNACONS SYS,B ,Q,37.80,39.80,37.30,38.40,38.40,38.70,20,1421,54463.00,
532366,PNB GILTS   ,B ,Q,35.50,35.70,35.00,35.10,35.00,35.30,159,28864,1018502.00,
532368,YBRANTDIGI  ,T ,Q,4.85,5.10,4.75,4.93,4.93,4.94,83,78050,386757.00,
532369,RAMCO INDS. ,B ,Q,233.00,237.90,228.85,235.60,235.60,234.40,314,21764,5057218.00,
532370,RAMCO  SYSTM,B ,Q,386.00,397.35,372.00,388.45,388.00,396.25,161,2841,1088010.00,
532371,TATA TELESER,B ,Q,6.39,6.60,6.09,6.24,6.28,6.41,400,441527,2771202.00,
532372,VIRINCHI    ,X ,Q,104.00,107.95,101.40,105.60,106.00,103.20,187,30043,3166997.00,
532373,WEPSOLN     ,X ,Q,41.30,41.80,41.00,41.45,41.80,40.95,34,37974,1572536.00,
532374,STER TECH   ,A ,Q,315.50,319.70,310.65,316.20,316.20,318.30,2508,231450,73080018.00,
532375,TIPSINDUSTR ,B ,Q,101.85,101.85,98.40,99.55,99.65,97.95,8,242,24339.00,
532376,MRO-TEK     ,T ,Q,22.80,22.80,22.80,22.80,22.80,24.00,5,500,11400.00,
532379,FIRSTOBJ    ,XT,Q,15.90,15.90,14.65,15.15,15.15,15.15,30,19553,297363.00,
532380,BABA ARTS   ,SS,Q,2.52,2.52,2.52,2.52,2.52,2.52,2,365,919.00,
532382,BALAJI TELE.,B ,Q,125.05,127.00,125.00,125.95,125.95,126.90,75,11060,1395932.00,
532384,TYCHE INDS  ,X ,Q,104.05,106.80,104.05,104.05,104.05,104.00,13,844,88553.00,
532386,CALIFORN.SOF,B ,Q,51.00,51.00,49.50,51.00,51.00,48.60,73,15426,785443.00,
532387,PRITISHN COM,B ,Q,15.70,16.50,15.70,16.50,16.50,16.50,14,5357,85148.00,
532388,INDIAN OVER.,A ,Q,18.05,18.40,18.05,18.30,18.35,18.15,122,30760,561332.00,
532390,TAJ GVK HOTL,B ,Q,157.95,159.05,154.70,155.60,155.30,162.00,168,314783,49477688.00,
532391,OPTO CIRCUIT,B ,Q,8.32,8.39,8.10,8.16,8.12,8.47,160,97947,804430.00,
532395,AXISCADES   ,B ,Q,147.50,151.50,145.50,146.00,146.00,147.45,199,15515,2289928.00,
532398,UMESL       ,B ,Q,1.38,1.51,1.38,1.51,1.51,1.45,2,200,289.00,
532400,KPIT        ,A ,Q,221.00,231.75,221.00,230.45,231.10,225.75,874,81694,18727253.00,
532401,VIJAYA BANK ,A ,Q,54.15,55.00,53.85,54.30,54.25,54.85,398,83428,4545577.00,
532406,AVANTEL LTD ,X ,Q,524.00,532.00,515.05,517.65,532.00,520.35,70,2474,1283762.00,
532407,MOSCHIP SEMI,X ,Q,36.00,36.50,34.70,35.25,35.45,36.55,173,72754,2583711.00,
532408,MEGASOFT LTD,B ,Q,12.56,13.00,12.56,12.66,12.65,12.70,43,10631,134897.00,
532410,TRANSCORP IN,X ,Q,33.05,33.90,33.00,33.00,33.00,34.30,23,1569,51804.00,
532411,VISESH INFO.,T ,Q,0.23,0.23,0.23,0.23,0.23,0.23,5,25775,5928.00,
532413,CEREBRA INTE,B ,Q,52.20,55.60,51.80,52.10,52.10,52.55,698,153226,8207069.00,
532414,IKF TECHNO  ,XT,Q,0.59,0.59,0.59,0.59,0.59,0.60,21,17178,10135.00,
532416,MID-DAY MULT,B ,Q,14.50,14.85,14.45,14.45,14.45,15.20,37,11772,170788.00,
532418,ANDHRA BANK ,A ,Q,41.90,43.80,40.50,42.85,42.85,41.85,3159,1431237,60133559.00,
532419,SMARTLINK   ,B ,Q,89.15,89.65,88.45,89.05,88.45,90.05,12,4557,403893.00,
532424,GODREJ CONS ,A ,Q,1050.00,1071.60,1050.00,1065.35,1066.70,1050.00,753,21210,22565915.00,
532430,BF UTILI    ,A ,Q,393.40,399.80,385.90,391.50,391.50,393.60,2834,125124,49254000.00,
532432,UNITD SPR   ,B ,Q,3039.00,3065.05,3015.00,3045.95,3046.00,3031.85,757,10553,32104997.00,
532439,GOLDST INFRA,B ,Q,193.75,199.80,188.00,189.85,190.30,197.95,359,22899,4436262.00,
532440,MPS LTD     ,B ,Q,537.05,543.00,530.10,537.45,530.10,540.15,54,1397,752255.00,
532443,CERA SANITAR,B ,Q,3300.00,3300.00,3218.45,3275.75,3295.00,3294.75,90,317,1036159.00,
532444,T. SPIRITUAL,X ,Q,0.81,0.81,0.75,0.80,0.80,0.78,17,5700,4595.00,
532454,BHARTI ARTL ,A ,Q,400.00,403.55,393.50,400.15,400.80,400.80,3333,250324,99737856.00,
532455,SHALIMAR WIR,X ,Q,18.70,19.25,17.55,17.55,17.55,18.45,54,7357,133623.00,
532456,COMPUAGE INF,B ,Q,39.50,41.00,38.65,39.25,39.25,40.65,155,160260,6361965.00,
532457,GULSHAN POLY,B ,Q,70.10,71.00,69.50,69.80,69.50,69.90,110,13734,965610.00,
532459,AUNDE IND   ,XT,Q,62.00,62.65,62.00,62.65,62.65,59.70,20,8832,553211.00,
532460,PONNI SUG(ER,B ,Q,159.40,160.00,159.40,160.00,160.00,156.05,5,135,21557.00,
532461,PUNJAB NATIO,A ,Q,96.00,97.50,95.25,96.75,96.75,96.45,6400,1853986,178791386.00,
532466,ORACLE FIN  ,A ,Q,3870.00,3870.50,3780.00,3793.40,3800.00,3878.10,753,18134,69550962.00,
532468,KAMAHOLDING ,B ,Q,3990.00,4144.00,3920.00,4044.55,4074.00,3929.45,47,445,1795890.00,
532475,APTECH LTD  ,B ,Q,290.00,304.45,287.00,301.20,298.95,294.95,2819,153294,45606732.00,
532477,UNION BANK L,A ,Q,94.15,97.80,94.15,96.40,96.40,96.40,1851,474397,45621787.00,
532478,UNITED BREWA,A ,Q,990.90,1006.15,983.00,1002.40,1002.40,992.90,295,5695,5675560.00,
532479,ISMT LTD    ,B ,Q,10.35,10.94,10.35,10.50,10.50,10.63,17,7531,78842.00,
532480,ALLAHABAD BK,A ,Q,48.30,49.85,48.25,49.45,49.50,49.30,973,270775,13313952.00,
532481,NOIDA-TOLL B,B ,Q,12.43,12.45,12.33,12.38,12.40,12.49,96,180327,2238170.00,
532482,GRANULES (I),A ,Q,108.20,109.50,107.50,108.45,108.45,108.30,682,74986,8156488.00,
532483,CANARA BANK ,A ,Q,253.95,258.75,250.00,254.15,254.15,264.30,6061,832391,211635423.00,
532485,BALMER LA.IN,B ,Q,389.85,393.95,381.00,382.95,382.95,381.20,144,124416,48061953.00,
532486,POKARNA LTD ,B ,Q,190.50,195.65,190.50,192.00,194.00,192.10,96,6075,1179594.00,
532488,DIVI'S LAB. ,A ,Q,1081.20,1104.00,1073.85,1092.20,1089.00,1087.40,740,21140,23050491.00,
532493,ASTRA MICRO ,A ,Q,85.00,85.00,81.50,82.00,82.00,82.95,597,72261,5970979.00,
532497,RADICOKHAIT ,A ,Q,320.00,329.70,316.95,320.70,320.70,322.10,1530,138717,44817851.00,
532498,SHRMCITYUN  ,A ,Q,2039.00,2135.00,2015.05,2118.25,2135.00,2094.05,144,878,1830231.00,
532500,MARUTISUZUK ,A ,Q,8774.70,8844.00,8739.20,8798.40,8798.40,8777.65,2865,15661,137814101.00,
532503,RAJAPAMILLS ,X ,Q,1097.00,1119.90,1090.00,1097.75,1106.00,1062.25,87,2054,2256903.00,
532504,NAVIN FLUORI,A ,Q,755.00,755.80,740.00,744.80,744.80,759.60,268,7832,5874489.00,
532505,UCOBANK     ,A ,Q,23.35,23.45,23.00,23.05,23.05,23.35,246,36396,842153.00,
532507,BAG FIL MED ,B ,Q,5.40,5.40,5.08,5.08,5.08,5.34,77,70839,362371.00,
532508,JSL         ,B ,Q,86.10,89.70,85.20,89.10,88.50,86.40,565,45518,3967796.00,
532509,SUPRAJIT ENG,B ,Q,272.50,279.05,272.50,274.40,276.90,276.50,67,2868,787566.00,
532511,EXCEL CROP. ,B ,Q,3120.00,3155.40,3100.00,3125.00,3125.00,3124.05,96,1549,4841909.00,
532513,TVSELE      ,B ,Q,360.00,361.45,353.60,356.20,356.20,361.00,204,8127,2913976.00,
532514,INDRA GAS   ,A ,Q,290.35,290.55,284.75,287.20,287.20,291.00,977,59582,17123556.00,
532515,TV TODAY    ,B ,Q,464.50,484.40,460.10,470.10,470.10,464.75,2033,55307,26119864.00,
532518,FLORENCE    ,X ,Q,1885.30,1979.95,1837.00,1943.90,1979.95,1935.00,10,35,66202.00,
532521,PALRED      ,B ,Q,70.45,72.00,69.60,70.05,70.00,70.85,75,4760,333950.00,
532522,PETRONET LNG,A ,Q,234.00,238.65,231.50,235.75,235.75,233.80,1268,44715,10577669.00,
532523,BIOCON LTD. ,A ,Q,579.95,583.30,567.80,576.35,576.35,578.65,3103,242962,140214348.00,
532524,PTC INDIA   ,A ,Q,90.20,92.80,89.80,90.00,90.10,92.30,1007,212736,19519418.00,
532525,BANK MAHA   ,B ,Q,14.50,14.75,14.35,14.45,14.45,14.60,308,207160,3018453.00,
532527,RK FORGINGS ,B ,Q,730.05,741.35,729.70,734.50,733.40,731.60,74,359,263453.00,
532528,DATAM GLOB  ,B ,Q,111.50,112.55,107.00,108.80,108.80,113.25,298,23002,2528059.00,
532529,NDTV        ,B ,Q,43.50,44.50,43.05,44.45,44.50,43.90,32,8510,373127.00,
532531,STAR        ,A ,Q,696.90,710.00,694.15,701.90,700.10,695.80,2403,46861,32929744.00,
532532,JAIPRA      ,A ,Q,18.50,21.05,18.50,20.00,20.00,19.60,9651,15192261,303996173.00,
532538,ULTRATECH CM,A ,Q,3990.00,3998.40,3911.75,3932.50,3941.10,3966.60,1135,7244,28634981.00,
532539,MINDA IND   ,B ,Q,989.70,1050.00,965.00,1021.20,1021.20,991.05,1229,15695,16062681.00,
532540,TCS LTD.    ,A ,Q,2827.45,2870.00,2820.70,2859.15,2859.15,2828.85,2578,53704,153146506.00,
532541,NIITTECH    ,A ,Q,868.00,924.70,860.90,917.95,917.95,883.70,4976,184344,166691089.00,
532543,GULFPETRO   ,B ,Q,78.50,79.50,77.80,78.85,79.15,78.75,48,4842,380544.00,
532548,CENTURYPLY  ,A ,Q,321.75,325.25,316.75,320.20,320.20,324.70,112,2286,735554.00,
532553,WELENT      ,B ,Q,148.00,149.55,142.00,143.50,142.50,149.25,536,69232,10098937.00,
532555,NTPC LTD    ,A ,Q,167.50,167.50,164.70,166.10,166.30,167.05,652,2066104,340760881.00,
532604,SALSTEEL    ,B ,Q,7.60,7.75,7.60,7.75,7.75,7.81,14,9707,75124.00,
532605,JBM AUTO    ,B ,Q,420.00,425.40,411.30,412.30,411.55,420.30,381,10920,4532989.00,
532609,BHARATIDIL  ,Z ,Q,5.95,6.00,5.55,5.79,5.92,5.82,62,25075,145364.00,
532610,DWAR SUGAR  ,B ,Q,27.15,28.90,25.50,27.80,27.80,27.20,1807,431086,12026442.00,
532612,INDOCO REM  ,B ,Q,250.80,253.80,246.00,247.90,246.00,250.25,117,56356,14073493.00,
532613,VIPCLOTHNG  ,B ,Q,59.55,59.90,57.95,58.20,58.20,58.75,193,65708,3843748.00,
532614,IMPEX       ,T ,Q,1.18,1.18,1.18,1.18,1.18,1.20,1,1000,1180.00,
532616,XCHANGING   ,B ,Q,59.10,59.90,58.55,59.80,59.80,59.75,78,10985,652338.00,
532617,JETAIRWAYS  ,A ,Q,678.00,689.35,665.00,671.00,671.00,674.15,5142,273844,185795723.00,
532621,MORARJETEX  ,B ,Q,41.40,41.40,38.95,39.05,39.75,41.25,42,11045,449344.00,
532622,GATEWAY DIST,A ,Q,190.95,191.40,188.00,188.15,188.00,190.65,118,5129,971547.00,
532624,JINDALPH    ,B ,Q,56.00,56.90,55.00,55.60,55.60,56.00,17,1567,87474.00,
532626,PONDY OXIDES,X ,Q,519.00,529.65,500.10,510.50,518.00,519.75,266,9677,4987928.00,
532627,JPPOWER     ,B ,Q,5.40,5.40,5.04,5.22,5.22,5.58,6729,7264514,37671675.00,
532628,3I INFOTECH ,B ,Q,4.65,4.76,4.42,4.64,4.68,4.58,366,504662,2333316.00,
532629,MCNALLYB    ,B ,Q,58.60,60.95,58.50,60.35,60.95,59.65,34,14715,881223.00,
532630,GOKALDAS    ,B ,Q,87.00,89.80,86.00,89.05,88.80,88.55,184,20549,1817039.00,
532633,ALLSEC TECH ,B ,Q,336.00,349.00,332.65,340.05,340.05,344.50,31,727,246267.00,
532636,IIFL        ,A ,Q,731.25,746.55,705.50,724.40,728.50,734.20,1112,26232,19065868.00,
532637,MAN DRUGORG ,B ,Q,172.50,175.00,167.00,170.00,170.00,171.10,289,10602,1801421.00,
532638,SHOPPER STOP,A ,Q,532.00,540.00,529.00,533.85,533.85,532.80,119,1710,912827.00,
532641,NDL         ,B ,Q,136.45,136.45,132.70,133.65,133.10,134.10,37,1707,229249.00,
532642,JSWHL       ,B ,Q,1685.00,1685.00,1685.00,1685.00,1685.00,1683.00,2,8,13480.00,
532644,JK CEMENT   ,B ,Q,1008.95,1016.45,1004.15,1012.00,1010.35,1027.25,83,645,651721.00,
532646,UNIPLY IND  ,B ,Q,383.85,385.00,375.00,377.25,375.00,379.85,43,1507,573554.00,
532647,PROVOGUE IND,B ,Q,4.50,4.57,4.27,4.53,4.53,4.44,34,19126,84919.00,
532648,YES BANK    ,A ,Q,304.00,305.65,300.10,302.05,302.05,304.85,4694,1725022,522383120.00,
532649,NECTAR LIFE ,B ,Q,28.60,29.55,28.50,29.20,29.20,28.60,381,125699,3663847.00,
532650,MSP STEEL   ,B ,Q,18.00,18.20,18.00,18.05,18.20,17.75,4,400,7220.00,
532651,SPL INDS    ,B ,Q,23.00,23.25,23.00,23.25,23.25,23.25,2,550,12775.00,
532652,KARNATAKA BK,A ,Q,117.00,119.45,115.50,118.70,118.70,117.70,1243,362084,42632471.00,
532654,MCLEOD RUSSE,A ,Q,147.55,147.55,145.05,145.60,145.60,148.10,349,18961,2764636.00,
532656,FACOR ALLOYS,X ,Q,2.52,2.52,2.40,2.40,2.40,2.52,143,143667,347056.00,
532658,EON ELECT   ,B ,Q,82.70,85.90,79.35,82.00,82.00,81.85,132,12618,1050906.00,
532659,IDFC        ,A ,Q,49.75,50.45,49.30,49.90,49.90,49.75,796,10017122,500858123.00,
532660,VIVIMED LABS,B ,Q,76.90,77.95,75.25,75.80,75.80,76.95,678,105777,8072502.00,
532661,RANE MADRAS ,B ,Q,945.00,945.00,852.30,894.75,890.00,886.85,98,1793,1605523.00,
532662,HT MEDIA    ,B ,Q,84.90,87.50,84.90,86.70,86.40,85.95,250,15037,1303245.00,
532663,SASKEN      ,B ,Q,679.15,701.10,679.15,690.00,691.90,689.05,42,496,342680.00,
532666,FCS SOFTWARE,T ,Q,0.38,0.38,0.36,0.36,0.36,0.37,48,181591,65711.00,
532667,SUZLONENERGY,A ,Q,11.26,11.54,11.17,11.30,11.30,11.26,3134,5315405,60491007.00,
532668,AURIONPRO SO,B ,Q,210.00,218.90,208.00,210.50,210.00,210.90,247,79092,17091735.00,
532669,SOUTHBIOTEC ,XT,Q,2.28,2.45,2.25,2.40,2.40,2.34,23,16140,38864.00,
532670,RENUKA SUGAR,A ,Q,15.25,15.60,15.25,15.50,15.50,15.40,403,495799,7677978.00,
532673,KM SUGARMILL,B ,Q,10.67,11.00,10.50,10.70,10.70,10.67,94,31266,337553.00,
532674,BANNARI AMMA,B ,Q,259.75,259.75,243.00,247.50,247.50,252.65,26,928,230635.00,
532676,PBA INFRASTR,T ,Q,14.40,14.40,14.40,14.40,14.40,15.15,2,2000,28800.00,
532678,BOMBAY RAYON,B ,Q,44.55,46.00,44.50,45.65,45.70,46.75,173,17176,778968.00,
532679,SORILINFRA  ,B ,Q,202.75,205.85,197.10,202.00,204.00,205.65,196,19430,3934329.00,
532682,ABG SHIPYARD,Z ,Q,8.85,9.15,8.81,8.85,9.10,8.75,24,7440,66203.00,
532683,AIAENGINEER ,A ,Q,1354.00,1411.00,1348.00,1393.50,1411.00,1356.65,119,453,619080.00,
532684,EVEREST KANT,B ,Q,45.50,46.30,44.70,44.95,44.95,45.95,403,82236,3726293.00,
532686,KERNEX MICRO,Z ,Q,39.05,40.15,39.05,40.15,40.15,39.10,18,5570,221529.00,
532687,REPRO INDIA ,B ,Q,639.20,655.00,633.25,642.60,635.50,645.45,188,1091,704413.00,
532689,PVR LTD     ,A ,Q,1271.25,1280.95,1253.75,1265.70,1260.20,1269.10,495,6265,7931599.00,
532690,RAMSARUP IND,T ,Q,1.56,1.56,1.56,1.56,1.56,1.64,1,150,234.00,
532692,RADHA MADHAV,B ,Q,25.95,27.30,25.95,26.65,26.65,26.05,278,41860,1124406.00,
532693,PUNJ LLOYD  ,B ,Q,17.55,17.75,17.50,17.60,17.60,17.80,238,181978,3216511.00,
532694,BARTRONICSIN,B ,Q,11.35,11.49,11.11,11.16,11.28,11.44,56,14303,160557.00,
532695,CELEBRITYFAS,B ,Q,16.05,16.05,15.30,15.45,15.30,16.05,44,11517,179238.00,
532696,EDUCOMP SOLN,Z ,Q,5.60,5.63,5.20,5.27,5.27,5.37,104,67421,365163.00,
532698,NITINSPINNER,B ,Q,98.95,101.90,98.95,100.55,100.55,100.95,115,15428,1549508.00,
532699,ROYALORCH   ,B ,Q,176.00,178.40,173.00,174.70,173.95,176.40,30,812,143256.00,
532700,ENT NETWORK ,B ,Q,712.00,713.00,691.00,702.40,691.00,712.90,84,1382,969230.00,
532701,SREE SAKTHI ,ST,Q,9.00,9.61,9.00,9.50,9.50,9.17,7,2372,22551.00,
532702,GUJ PETRONET,A ,Q,186.10,186.10,174.10,177.45,177.45,186.65,1747,281276,49690039.00,
532705,JAGRAN PRAK ,B ,Q,166.00,166.00,160.70,163.70,164.80,164.00,72,1136,185319.00,
532706,INOX LEISURE,A ,Q,255.05,261.30,255.00,257.85,257.85,256.95,57,2214,571065.00,
532707,DYNEMIC PRO ,B ,Q,182.50,191.70,182.00,187.40,188.90,187.50,58,3102,582610.00,
532708,GVK POWERINF,B ,Q,13.85,14.65,13.85,14.05,14.05,14.50,755,1773088,24950792.00,
532710,SADBHAV ENGG,A ,Q,379.50,379.95,375.00,377.00,375.00,382.70,160,4233,1594872.00,
532711,SUNIL HITECH,B ,Q,10.95,10.95,10.55,10.56,10.59,10.93,356,226716,2405999.00,
532712,REL COM LTD ,A ,Q,23.00,23.50,22.50,23.15,23.15,23.05,4470,4523025,104231180.00,
532713,SAKUMA EXPO ,B ,Q,160.90,165.00,160.20,162.65,160.20,163.05,120,10529,1713696.00,
532714,KEC INTERN  ,A ,Q,375.00,393.80,375.00,388.90,388.90,379.40,1968,61431,23904298.00,
532715,GITANJALI GE,B ,Q,11.20,11.20,11.20,11.20,11.20,11.75,21,3403,38113.00,
532716,GILLA ARBUT ,B ,Q,66.50,66.60,65.85,65.85,65.85,65.30,23,3438,228155.00,
