SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530433,SHIVA FERT. ,X ,Q,59.00,61.60,58.50,59.15,59.00,59.75,54,7304,432743.00,
530449,RUNGTA IRRIG,XT,Q,26.65,28.25,26.65,28.15,28.15,26.95,6,102,2839.00,
530459,VALSON INDUS,X ,Q,38.00,38.00,37.00,37.05,37.65,37.80,24,3482,129597.00,
530461,SABOO SODIUM,X ,Q,13.55,14.30,13.40,13.40,13.40,14.10,50,20073,273707.00,
530475,TINNARUBR   ,X ,Q,60.00,62.90,51.00,57.20,60.00,52.95,26,203,11591.00,
530477,VIKRAM THERM,X ,Q,105.00,107.05,105.00,105.00,105.00,105.00,52,14301,1505644.00,
530499,A.K.CAPITAL ,X ,Q,390.05,410.00,385.00,397.50,397.50,399.80,74,3020,1199013.00,
530517,RELAXO FOOT.,B ,Q,613.00,629.95,606.00,610.45,618.50,613.30,41,435,264814.00,
530521,VIRAT INDUS.,X ,Q,178.00,179.00,171.50,175.05,175.15,173.60,26,1549,268879.00,
530525,SHEETAL DIAM,X ,Q,6.42,6.75,6.42,6.75,6.75,6.75,8,1405,9077.00,
530533,TERAI TEA CO,X ,Q,46.50,48.75,46.50,48.55,48.75,46.45,8,733,35286.00,
530543,MARG LTD    ,ST,Q,21.55,22.45,21.55,21.75,21.75,21.55,45,19861,432867.00,
530545,COSCO INDIA ,X ,Q,321.00,335.00,321.00,333.00,333.00,330.85,22,1840,608092.00,
530549,SHILPA MEDIC,B ,Q,504.20,509.00,480.00,485.45,485.45,489.25,1623,37736,18779937.00,
530555,PARAMOUNT CO,B ,Q,13.94,13.94,12.85,12.87,12.93,13.29,39,15549,204975.00,
530557,NCL RESEARCH,ST,Q,1.37,1.37,1.37,1.37,1.37,1.39,5,4100,5617.00,
530565,ARCHANA SOFT,X ,Q,3.80,3.81,3.80,3.81,3.81,3.63,7,520,1979.00,
530579,GOLDEN GOEN ,X ,Q,7.75,7.77,7.50,7.66,7.72,7.76,49,22489,170542.00,
530585,SWASTIK INV ,X ,Q,173.90,173.90,161.00,161.00,161.00,164.40,11,139,22618.00,
530589,PRIMA PLASTI,X ,Q,196.00,199.00,190.65,191.30,191.30,197.20,53,5617,1095430.00,
530609,CARNATION IN,X ,Q,36.80,37.00,36.80,36.90,36.90,37.10,7,360,13280.00,
530617,SAMPRE NUTRI,XT,Q,47.00,51.25,46.55,51.00,51.00,48.85,28,28335,1397508.00,
530621,AAIL        ,X ,Q,45.00,49.00,45.00,48.05,48.00,46.85,53,31801,1480397.00,
530627,VIPULORG    ,X ,Q,169.00,174.95,166.50,167.80,167.80,167.80,69,27917,4706498.00,
530643,ECORECO     ,XT,Q,53.00,53.00,48.50,49.00,49.00,50.50,20,2476,126997.00,
530655,GOODLUCK    ,T ,Q,90.95,90.95,87.60,87.80,88.00,90.05,26,18775,1658874.00,
530665,ZENITH HEALT,XT,Q,0.72,0.72,0.66,0.72,0.72,0.69,9,12682,8801.00,
530677,SUPREME HO  ,XT,Q,14.00,15.40,14.00,15.40,15.40,14.70,4,22812,319557.00,
530695,PRIME PROP  ,X ,Q,30.25,30.25,29.90,29.90,29.90,31.45,27,3922,117740.00,
530697,ZENLABS     ,X ,Q,52.00,52.90,52.00,52.90,52.90,51.90,4,250,13132.00,
530699,RAJRAYON    ,T ,Q,0.36,0.36,0.36,0.36,0.36,0.37,12,1550,558.00,
530703,INFO-DRIVE S,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,24,331972,49795.00,
530709,GOWRA LEASNG,XT,Q,21.40,21.40,21.40,21.40,21.40,21.40,1,20,428.00,
530711,JAGAN LAMPS ,XT,Q,16.10,17.65,16.10,16.65,17.50,16.90,15,4839,81215.00,
530713,AJEL        ,Z ,Q,5.14,5.14,5.14,5.14,5.14,5.14,1,50,257.00,
530715,ALPS INDS.  ,T ,Q,3.68,4.05,3.68,3.70,3.68,3.86,35,22455,86348.00,
530721,ANGIND      ,T ,Q,5.11,5.15,4.86,5.03,5.05,5.11,37,14627,73923.00,
530723,ASIT C FIN  ,X ,Q,61.20,61.20,60.75,60.75,60.75,63.80,3,12,730.00,
530735,SUPER BAKERS,XT,Q,11.12,11.12,11.12,11.12,11.12,11.70,1,100,1112.00,
530759,STERL.TOOLS ,B ,Q,386.40,390.00,375.00,377.25,382.25,386.80,49,1165,442837.00,
530773,IVRCL LTD   ,B ,Q,3.65,3.76,3.60,3.62,3.62,3.65,156,260918,945201.00,
530787,INLAND PRINT,P ,Q,10.50,10.50,10.50,10.50,10.50,10.45,1,500,5250.00,
530789,CEEJAY FINAN,X ,Q,173.55,173.55,154.60,155.35,155.35,160.65,3,60,9670.00,
530801,DIAMONDINFO ,XT,Q,1.66,1.66,1.66,1.66,1.66,1.59,1,500,830.00,
530803,BHAGIL      ,B ,Q,285.10,286.00,277.00,277.70,277.70,283.05,166,104967,29235972.00,
530805,OIVL        ,X ,Q,18.90,18.90,18.90,18.90,18.90,18.00,2,200,3780.00,
530809,BNR UDYOG   ,X ,Q,28.00,28.00,28.00,28.00,28.00,28.75,3,27,756.00,
530813,KRBL LTD.   ,B ,Q,447.35,447.35,435.15,439.50,437.00,449.75,535,18423,8110797.00,
530815,REFNOL RESIN,X ,Q,33.10,33.10,33.10,33.10,33.10,35.00,3,200,6620.00,
530821,SSPDL LTD   ,X ,Q,57.20,57.30,56.10,56.50,56.45,57.25,11,1833,104468.00,
530825,DAIKAFFIL CH,X ,Q,61.00,62.80,60.20,62.35,62.80,61.85,63,7994,489857.00,
530829,CIL SECURITS,X ,Q,26.05,29.00,25.65,28.05,29.00,26.15,17,3150,81913.00,
530843,CUPID LTD   ,B ,Q,264.95,266.45,258.05,259.95,259.95,263.50,117,7019,1833681.00,
530845,SUNSHIELD CH,X ,Q,298.00,298.00,292.00,292.35,292.00,299.85,20,768,225528.00,
530859,COSBOARD IND,X ,Q,30.00,31.80,30.00,30.00,30.00,30.00,38,13411,411732.00,
530867,SFLINTER    ,X ,Q,2.11,2.11,2.11,2.11,2.11,2.11,1,200,422.00,
530871,CHEMBOND CHM,X ,Q,312.00,314.30,300.00,303.70,305.05,312.90,156,8056,2477701.00,
530879,CIFL        ,XT,Q,49.65,49.65,49.65,49.65,49.65,49.65,1,500,24825.00,
530883,SUPER CROP. ,X ,Q,22.70,23.60,22.10,23.00,23.20,22.70,124,74527,1691784.00,
530885,FIVECORE    ,X ,Q,2.25,2.25,2.25,2.25,2.25,2.36,21,16240,36540.00,
530897,N.G.IND.LTD.,X ,Q,73.85,73.85,73.00,73.00,73.00,72.60,2,200,14685.00,
530919,REMSONS IND.,B ,Q,76.10,76.10,74.50,74.75,74.50,78.15,5,127,9494.00,
530943,SRI ADHIKARI,T ,Q,17.00,17.75,16.60,16.95,17.25,17.45,102,27095,453284.00,
530951,RAMINFO     ,X ,Q,38.75,42.00,38.75,40.05,40.00,40.90,19,1436,58347.00,
530953,SUNIL AGRO F,X ,Q,63.45,63.45,60.05,62.55,63.00,61.15,8,163,10146.00,
530959,DIANA TEA CO,X ,Q,20.00,20.35,19.75,19.95,19.90,19.90,32,6755,135159.00,
530961,VIKASECO    ,B ,Q,31.35,32.50,30.60,31.40,31.45,31.80,926,388207,12311469.00,
530965,INDIAN OIL  ,A ,Q,177.80,178.00,172.90,173.70,173.70,177.80,7921,2022512,353082222.00,
530971,NIMBUS IND. ,XT,Q,4.41,4.41,4.41,4.41,4.41,4.64,1,100,441.00,
530977,SKCIL       ,X ,Q,155.10,159.75,153.10,153.60,153.55,160.00,36,7972,1232711.00,
530979,INDIA HOME  ,X ,Q,104.00,107.00,98.55,102.65,103.00,103.75,105,51670,5333080.00,
530991,ROOPA INDUS ,X ,Q,15.90,15.90,15.24,15.90,15.90,15.95,7,1328,20399.00,
530997,UNIQUE ORGAN,X ,Q,10.00,10.95,9.97,10.95,10.95,10.49,6,1500,15069.00,
530999,BALAJI AMINE,B ,Q,577.00,604.05,568.10,583.85,586.40,582.90,330,67273,39368938.00,
531041,COMPETENT AU,X ,Q,254.70,256.00,238.00,248.00,248.60,243.60,99,1662,408624.00,
531043,DHAN JEEVAN ,XT,Q,31.00,31.00,31.00,31.00,31.00,30.25,1,25,775.00,
531082,ALANKIT     ,B ,Q,44.00,44.50,43.20,43.50,43.50,45.20,185,510964,22598059.00,
531083,NIHAR INFO  ,X ,Q,14.80,14.80,14.80,14.80,14.80,14.80,2,700,10360.00,
531091,UNITED CRED.,X ,Q,17.35,17.35,17.35,17.35,17.35,18.25,2,376,6523.00,
531092,OM MET INFRA,B ,Q,52.30,52.35,51.10,51.15,51.50,51.85,265,21528,1115255.00,
531099,RUBRA MEDICA,X ,Q,3.58,3.58,3.41,3.41,3.41,3.58,2,155,533.00,
531109,ISHAN DYES  ,X ,Q,48.00,48.65,46.50,46.70,46.50,47.70,77,4893,229882.00,
531112,AMAZEENT    ,XT,Q,55.75,55.75,55.75,55.75,55.75,53.20,1,1,55.00,
531120,PATEL ENGG. ,B ,Q,68.30,68.30,66.00,66.65,66.50,67.05,266,40423,2691366.00,
531129,INANI MARBLE,X ,Q,17.55,18.50,17.10,18.50,18.50,17.55,26,9269,166955.00,
531137,GEMSTONE INV,X ,Q,0.93,0.93,0.89,0.89,0.89,0.93,2,3805,3389.00,
531146,MEDICAMEN BI,X ,Q,626.00,635.00,620.00,632.40,629.05,625.80,126,10837,6807026.00,
531147,ALICON      ,B ,Q,580.00,580.00,575.05,575.05,575.05,572.20,2,10,5765.00,
531161,ABM KNOWLEDG,X ,Q,85.30,86.95,84.15,85.10,85.40,85.25,35,10372,880618.00,
531162,EMAMI LTD.  ,A ,Q,1021.05,1044.00,1010.00,1035.60,1032.05,1025.10,663,3603,3694692.00,
531169,SKP SECURE. ,X ,Q,71.80,71.80,71.75,71.75,71.80,75.50,5,240,17224.00,
531172,PRANAV.SPIN ,X ,Q,20.00,20.00,19.00,19.00,19.00,18.55,6,1100,21900.00,
531173,SYSCHEM (I) ,XT,Q,11.50,12.41,11.50,12.41,12.41,12.00,8,16391,196382.00,
531175,BLS INFOTE  ,ST,Q,0.30,0.30,0.30,0.30,0.30,0.31,1,200,60.00,
531179,ARMAN FIN   ,B ,Q,322.55,339.80,322.55,337.90,339.80,325.40,34,3229,1056216.00,
531198,DHANADACOL  ,XT,Q,4.44,4.44,4.44,4.44,4.44,4.67,1,100,444.00,
531201,SHILCHAR TEC,X ,Q,375.00,390.00,374.10,386.90,389.65,398.35,13,266,101505.00,
531209,NUCLE.SOFT E,B ,Q,413.00,421.00,402.70,412.70,415.00,414.15,219,4069,1679136.00,
531211,WELLNESS    ,P ,Q,10.90,10.90,10.90,10.90,10.90,11.45,1,100,1090.00,
531213,MANAP FIN   ,A ,Q,103.00,104.90,102.25,104.30,104.30,103.10,713,85451,8856615.00,
531215,RTS POWER CO,X ,Q,49.00,56.00,48.30,54.95,54.95,54.10,53,8440,459065.00,
531216,COMFORT INTE,XT,Q,1.50,1.56,1.50,1.55,1.56,1.53,119,157205,239399.00,
531223,ANJANI SYNT.,X ,Q,32.00,33.00,32.00,33.00,33.00,31.95,17,3900,128590.00,
531227,DECO-MICA   ,P ,Q,36.05,36.05,36.05,36.05,36.05,36.05,2,1000,36050.00,
531233,RASI ELECTRO,XT,Q,6.16,6.20,5.90,5.90,6.20,6.08,46,17150,101874.00,
531234,VICTORY PAPR,XT,Q,59.40,59.40,56.05,59.00,59.00,59.00,25,2533,147386.00,
531241,LINC PEN &PL,B ,Q,417.05,419.00,410.15,412.50,419.00,418.40,11,189,78292.00,
531246,PRIMA IND.  ,XT,Q,16.10,16.10,16.10,16.10,16.10,16.90,1,67,1078.00,
531253,INDIA GELAT.,X ,Q,103.00,108.60,102.50,108.55,108.60,104.95,13,451,47484.00,
531254,OPTIFIN     ,X ,Q,14.25,14.95,14.25,14.95,14.95,14.25,2,151,2221.00,
531255,PARAGON FIN.,X ,Q,21.00,21.15,21.00,21.15,21.15,19.50,2,598,12558.00,
531266,VST TILLERS ,B ,Q,2641.00,2664.00,2601.25,2636.80,2622.00,2601.25,53,2954,7777524.00,
531273,RADHE DEVLOP,X ,Q,16.50,16.50,15.80,16.10,16.10,16.25,23,3961,64492.00,
531278,ELIXIR      ,X ,Q,45.50,47.95,44.15,46.45,46.45,45.10,12,343,15928.00,
531280,PANKAJ POLY.,X ,Q,8.50,8.50,8.48,8.48,8.48,8.90,8,8487,72109.00,
531281,P.G.IND.LTD.,X ,Q,29.95,33.00,29.95,33.00,33.00,31.50,9,2102,62961.00,
531287,NAT PLASTIC ,X ,Q,38.70,38.70,37.80,37.80,37.80,37.75,9,1573,59548.00,
531288,LEAD FINANC ,XT,Q,9.03,9.50,9.03,9.50,9.50,9.50,10,2044,18927.00,
531289,NATFIT      ,X ,Q,201.00,205.35,194.00,194.30,194.00,200.50,64,4286,840895.00,
531297,ARTEFACT PR ,X ,Q,40.80,40.80,40.80,40.80,40.80,42.90,1,500,20400.00,
531300,AMIT INTNL. ,XT,Q,2.80,2.80,2.76,2.76,2.76,2.90,3,1125,3145.00,
531306,DHP INDIA LT,XT,Q,503.90,515.00,503.90,509.80,510.00,517.85,36,575,292776.00,
531323,SANTARAM SPN,X ,Q,6.30,6.30,6.30,6.30,6.30,6.30,2,500,3150.00,
531335,ZYDUS WELL  ,B ,Q,1203.95,1210.00,1195.80,1198.70,1210.00,1200.95,57,510,611658.00,
531337,IRISMEDIA   ,ST,Q,22.95,22.95,22.95,22.95,22.95,23.40,176,225400,5172930.00,
531339,JAIHIND PROJ,B ,Q,5.00,5.35,5.00,5.35,5.35,5.10,7,12793,64073.00,
531344,CONTAIN.CORP,A ,Q,1196.00,1206.95,1172.40,1186.35,1198.00,1198.00,648,8992,10652110.00,
531346,EASTERN TRED,X ,Q,89.00,90.00,86.10,86.10,86.10,88.00,9,19402,1673178.00,
531349,PANACEA BIOT,B ,Q,284.00,284.95,272.90,275.55,275.55,278.50,592,27130,7622611.00,
531352,PEETI SECURT,XT,Q,7.77,7.77,7.77,7.77,7.77,7.62,1,1,7.00,
531358,CHOICE INT. ,X ,Q,127.95,129.00,121.30,124.55,124.50,124.85,151,6778,852071.00,
531359,SHRIRAM ASSE,X ,Q,53.55,53.55,53.55,53.55,53.55,51.00,9,1201,64313.00,
531373,BYKE HOSP   ,B ,Q,163.60,164.75,162.45,163.45,163.25,162.10,191,40966,6691568.00,
531390,UPSURGE INV.,X ,Q,48.30,51.50,48.30,51.20,51.50,50.70,14,41131,2099896.00,
531400,ALMONDZ GLO ,B ,Q,22.75,22.75,22.60,22.60,22.60,23.15,7,1100,24960.00,
531404,ZICOM ELECTR,B ,Q,18.60,18.65,18.10,18.30,18.30,18.75,170,48109,884212.00,
531409,ALCH CORP   ,XT,Q,6.05,6.05,6.05,6.05,6.05,6.36,1,100,605.00,
531410,GUJ.FOILS   ,XT,Q,9.50,9.73,9.50,9.60,9.60,9.92,4,1340,12803.00,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,4,5111,2504.00,
531413,KIRAN PRINT ,X ,Q,4.86,4.86,4.86,4.86,4.86,4.87,1,89,432.00,
531417,MEGA CORPN. ,XT,Q,1.26,1.26,1.26,1.26,1.26,1.26,1,7350,9261.00,
531426,TAMIL.NEWSPR,B ,Q,358.50,364.30,350.10,353.55,353.00,358.25,156,5261,1879388.00,
531431,SHAKTI PUMPS,B ,Q,515.00,534.70,515.00,530.60,530.00,520.45,229,4740,2486247.00,
531433,SUNGOLD CAP.,XT,Q,1.43,1.43,1.43,1.43,1.43,1.50,1,2,2.00,
531437,PWASML      ,X ,Q,44.40,44.50,42.00,42.00,42.00,43.00,6,203,8770.00,
531439,GOLDSTONE EN,B ,Q,14.28,14.28,13.41,13.84,14.11,13.60,21,30024,423093.00,
531449,GRM OVERSEAS,X ,Q,260.00,275.00,251.10,254.05,251.20,255.10,17,1303,351466.00,
531453,MOHIT INDUS.,B ,Q,31.70,32.00,30.90,31.40,31.25,32.10,59,6788,214004.00,
531454,POLYLINK POL,XT,Q,22.95,24.05,22.95,23.00,23.00,22.95,18,14148,337502.00,
531463,GBLINFRA    ,X ,Q,74.05,74.05,74.05,74.05,74.05,74.05,14,149112,11041743.00,
531467,ARNAVCORP   ,XT,Q,0.32,0.32,0.32,0.32,0.32,0.33,12,9118,2917.00,
531471,DUKE OFFSHOR,X ,Q,71.50,71.50,68.00,68.95,68.00,71.05,27,1620,112048.00,
531472,CYBELE IND  ,XT,Q,7.10,7.36,6.74,7.36,7.36,7.01,7,2601,18772.00,
531489,CG-VAK SOFTW,SS,Q,24.15,24.20,24.15,24.20,24.20,25.35,3,646,15613.00,
531494,NAVKAR BUILD,XT,Q,23.10,23.10,21.55,22.50,22.25,22.65,35,6162,139409.00,
531495,BLUECOAST   ,B ,Q,122.00,122.00,120.20,120.20,120.20,126.50,3,150,18160.00,
531497,MADHUCON PRJ,B ,Q,23.05,23.60,22.10,23.00,23.00,23.10,155,28761,666217.00,
531499,SYBLY INDS. ,XT,Q,4.20,4.50,4.11,4.32,4.32,4.32,30,22475,93713.00,
531500,RAJESH EXPO.,A ,Q,747.50,756.00,739.00,741.95,740.20,749.95,355,30883,23060594.00,
531508,EVEREADY (I),B ,Q,377.15,396.80,367.85,383.75,382.80,383.00,330,5246,2021325.00,
531512,ORIENT TRADE,XT,Q,3.15,3.40,3.15,3.40,3.40,3.28,8,3001,9453.00,
531518,VIKAS GRAN  ,XT,Q,10.37,10.37,10.37,10.37,10.37,10.58,9,6970,72278.00,
531519,ANKUSH FINST,XT,Q,6.30,6.30,6.30,6.30,6.30,6.00,1,300,1890.00,
531524,I.C.S.A. IND,T ,Q,3.06,3.15,3.05,3.10,3.12,3.21,26,154456,479246.00,
531525,ACE SOFTWARE,X ,Q,25.20,26.45,22.55,22.95,23.00,24.70,16,11746,289904.00,
531531,HATSUN AGRO ,B ,Q,716.30,726.75,702.10,715.50,717.15,724.80,127,2341,1690601.00,
531539,RISHABH DIGH,XT,Q,45.50,46.90,45.50,45.95,46.90,47.85,13,1250,57027.00,
531540,MARUTI INFRA,X ,Q,24.55,24.90,22.00,23.70,23.30,24.45,57,15145,358833.00,
531541,AVONLIFE    ,Z ,Q,10.40,10.85,10.00,10.85,10.85,10.36,5,3100,31924.00,
531543,JINDAL WORLD,B ,Q,862.00,865.00,837.45,845.90,845.90,860.50,815,32224,27445634.00,
531547,TIRUPATI IND,XT,Q,9.44,9.44,9.44,9.44,9.44,9.93,6,6230,58811.00,
531548,SOMANY CRAM ,B ,Q,641.00,661.30,641.00,656.50,656.50,653.80,15,118,76959.00,
531556,CORAL (I)FIN,B ,Q,36.85,36.85,36.05,36.15,36.15,36.45,33,6641,240541.00,
531574,VAS INFRA   ,X ,Q,10.50,12.00,10.05,11.80,11.80,10.50,16,1210,13396.00,
531583,RAP MEDIA   ,XT,Q,11.65,11.65,11.65,11.65,11.65,11.10,2,1089,12686.00,
531590,BILPOWER LTD,T ,Q,1.59,1.59,1.59,1.59,1.59,1.67,3,2000,3180.00,
531591,BAMPSL SECUR,X ,Q,1.52,1.52,1.38,1.38,1.38,1.45,6,11220,16344.00,
531595,CGCL        ,B ,Q,85.50,85.80,84.10,84.15,85.80,85.10,14,2583,220321.00,
531599,FDC LIMITED ,B ,Q,265.35,268.00,265.00,267.10,266.90,266.90,114,2386,637046.00,
531608,GORANI INDUS,XT,Q,23.10,23.10,23.10,23.10,23.10,23.10,1,300,6930.00,
531611,AADHAARVEN  ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,6,23244,11389.00,
531616,STARCOM     ,XT,Q,217.50,217.50,217.20,217.20,217.20,207.30,2,72,15639.00,
531633,LINCOLN PHAR,B ,Q,231.25,235.25,227.00,227.80,229.00,232.50,71,3879,890230.00,
531638,SURAJ LTD   ,XT,Q,48.55,48.55,46.15,46.15,46.15,48.55,7,100,4734.00,
531642,MARICOLTD   ,A ,Q,304.50,320.00,303.35,318.45,317.60,301.90,1810,98098,30731387.00,
531644,TOKYO FINANC,X ,Q,9.85,9.85,9.85,9.85,9.85,9.39,4,2000,19700.00,
531661,HITTCO TOOLS,XT,Q,3.59,3.59,3.59,3.59,3.59,3.42,1,5,17.00,
531667,SHREE SURGOV,XT,Q,11.58,11.58,11.58,11.58,11.58,11.03,2,34,393.00,
531676,VAGHANI     ,X ,Q,5.39,5.39,5.39,5.39,5.39,5.67,2,280,1509.00,
531682,CAT TECHN.  ,SS,Q,0.89,0.89,0.89,0.89,0.89,0.89,3,600,534.00,
531687,KARUTURI GLO,T ,Q,2.64,2.68,2.44,2.68,2.68,2.56,1010,5742704,15069078.00,
531688,PRITHVIEXCH ,X ,Q,51.50,52.00,50.00,51.00,51.00,50.00,25,7715,392169.00,
531699,SUPER DOMEST,XT,Q,1.45,1.47,1.45,1.47,1.47,1.47,3,500,734.00,
531717,VIDHIING    ,B ,Q,82.75,83.60,81.60,82.00,82.00,83.40,129,22425,1848399.00,
531719,BHAGIRA.CHEM,X ,Q,284.00,284.00,284.00,284.00,284.00,286.00,1,4525,1285100.00,
531723,STAMPEDE CAP,T ,Q,9.00,9.67,8.75,9.64,9.59,9.21,163,161772,1544575.00,
531726,PANCHSHEEL O,X ,Q,68.70,72.00,66.10,70.00,70.00,71.20,22,1610,111604.00,
531727,MENON PISTON,XT,Q,25.50,26.35,25.00,25.95,25.90,25.70,58,32396,835547.00,
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,32.95,32.95,2,6,197.00,
531739,GENNEX LAB  ,X ,Q,4.15,4.20,3.86,3.90,3.90,4.01,108,331469,1320866.00,
531744,GINI SILK MI,X ,Q,162.95,165.05,162.95,163.30,162.95,171.50,13,261,42580.00,
531746,PRAJAY ENGS.,B ,Q,11.99,12.84,11.99,12.21,12.50,12.53,22,7763,94814.00,
531761,APOLLOPIPES ,X ,Q,518.00,531.00,502.00,525.65,526.00,518.85,415,17489,9136914.00,
531762,UNJHA FORMUL,X ,Q,13.50,13.50,12.83,13.45,13.45,13.50,8,1752,23250.00,
531768,POLY MEDICUR,B ,Q,251.90,251.90,237.10,247.50,238.65,250.00,143,5160,1280543.00,
531769,PFL INFOTECH,X ,Q,8.49,8.49,7.75,7.76,8.43,8.15,18,3894,31601.00,
531795,ATUL AUTO   ,B ,Q,435.55,439.95,431.10,433.20,434.95,431.15,81,798,346905.00,
531802,PRERNA INFR ,X ,Q,17.80,18.95,16.65,18.00,18.00,18.00,26,3393,61914.00,
531814,TIRUPATI SAR,X ,Q,19.75,19.75,19.05,19.65,19.70,19.70,10,10613,207169.00,
531816,PANORAM UNI ,B ,Q,8.71,9.56,8.71,9.05,9.05,9.31,14,20569,191157.00,
531822,RODIUM      ,X ,Q,128.00,129.60,122.85,127.70,127.95,127.00,41,4831,616847.00,
531841,INDUSFINL   ,XT,Q,13.45,13.45,13.45,13.45,13.45,14.15,1,10,134.00,
531842,LAHOTI OVER.,X ,Q,21.10,21.20,20.10,20.80,20.80,20.20,27,9503,195775.00,
531845,ZENITH BIRLA,T ,Q,2.38,2.38,2.33,2.33,2.33,2.45,74,110585,257925.00,
531855,PRABHAV IND ,XT,Q,1.14,1.14,1.14,1.14,1.14,1.12,3,1050,1197.00,
531859,ORIENTAL VEN,X ,Q,549.95,549.95,511.00,519.00,524.95,508.00,28,327,168555.00,
531861,JOINDRE CAPI,X ,Q,27.00,29.35,26.80,28.05,28.25,28.45,83,6078,171438.00,
531862,BHARATAGRI  ,X ,Q,137.00,139.00,132.00,135.70,137.85,137.00,14,7400,1015089.00,
531867,UNITECH INTE,SS,Q,6.88,6.90,6.10,6.85,6.85,6.35,18,3520,23901.00,
531869,SACHETA MET.,SS,Q,45.75,45.80,41.65,41.75,41.65,43.80,15,13309,587937.00,
531879,PIONEER DIS.,B ,Q,182.00,182.00,172.20,178.80,178.75,184.00,23,2170,389744.00,
531881,GMETCOAL    ,XT,Q,23.60,23.60,23.60,23.60,23.60,23.15,3,578,13640.00,
531882,KWALITYLTD  ,A ,Q,86.15,88.35,84.90,85.35,85.35,87.60,1718,734184,63125328.00,
531888,REXNORD ELE.,X ,Q,66.75,66.75,60.50,63.75,63.75,64.75,41,2832,179245.00,
531892,KHANDWALA SE,B ,Q,19.00,19.00,19.00,19.00,19.00,19.95,1,1,19.00,
531893,SAWACA BUSI ,ST,Q,1.55,1.55,1.55,1.55,1.55,1.55,3,5160,7998.00,
531898,SANGUINE MD ,XT,Q,0.55,0.55,0.55,0.55,0.55,0.56,4,2301,1265.00,
531900,CCL INTER   ,X ,Q,13.00,13.45,13.00,13.45,13.45,13.21,9,501879,6630246.00,
531917,TWINSTAR SOF,X ,Q,2.25,2.25,2.15,2.24,2.24,2.20,8,1522,3424.00,
531921,AGAR IND COR,T ,Q,409.40,412.00,385.00,386.70,390.00,392.90,36,2572,1012118.00,
531923,DHAMPURE SGR,X ,Q,14.50,14.50,14.50,14.50,14.50,14.75,1,500,7250.00,
531925,SHANTANU SHE,ST,Q,4.11,4.11,4.11,4.11,4.11,4.11,1,1000,4110.00,
531934,SUPREME TEX ,T ,Q,1.80,1.80,1.71,1.71,1.71,1.79,12,13471,23056.00,
531950,VERTEX SEC. ,X ,Q,2.32,2.52,2.32,2.39,2.45,2.42,50,27440,66409.00,
531952,RIBA TEXTILS,X ,Q,100.05,100.15,91.00,92.40,92.40,99.20,50,11248,1109495.00,
531962,SHREMETAL   ,XT,Q,6.59,6.59,6.59,6.59,6.59,6.83,1,43,283.00,
531972,TRIDENTTOOL ,XT,Q,10.55,10.55,10.55,10.55,10.55,11.10,2,500,5275.00,
531977,CHARTERLOGIS,X ,Q,16.50,16.80,16.05,16.40,16.50,16.70,211,192038,3150271.00,
531978,AMBIKA COTTO,B ,Q,1325.00,1326.00,1290.00,1290.70,1290.70,1288.00,111,1281,1661152.00,
531979,HIND ALUMIN ,X ,Q,101.00,101.65,96.20,99.95,99.90,102.00,51,3846,385107.00,
531989,DECCAN POLYP,XT,Q,3.09,3.09,3.09,3.09,3.09,3.05,2,2000,6180.00,
531996,ODYSSEY CORP,ST,Q,1.49,1.62,1.48,1.62,1.62,1.55,10,4350,6807.00,
532001,INDUCTO STL.,XT,Q,24.00,24.00,24.00,24.00,24.00,23.80,1,100,2400.00,
532005,SAM INDUS.  ,X ,Q,15.65,15.65,15.10,15.65,15.65,15.65,21,442800,6705761.00,
532015,GRAVITY (I) ,XT,Q,3.80,3.80,3.48,3.48,3.48,3.62,3,700,2596.00,
532022,FILAT FASH  ,X ,Q,2.80,2.80,2.80,2.80,2.80,2.83,17,14849,41577.00,
532025,SOWBH MEDIA ,XT,Q,2.58,2.58,2.58,2.58,2.58,2.58,2,388,1001.00,
532033,JAIN STUDIOS,T ,Q,3.48,3.48,3.38,3.38,3.38,3.32,6,501,1703.00,
532035,UNISTAR MULT,X ,Q,2.90,2.90,2.90,2.90,2.90,2.85,1,50,145.00,
532039,ZENOTECH    ,X ,Q,40.25,42.60,40.25,41.95,41.20,42.35,37,12044,503086.00,
532051,SWELECT     ,B ,Q,375.00,390.00,362.00,374.70,374.70,381.95,100,7432,2736794.00,
532053,WALLFORT FIN,X ,Q,115.20,119.00,115.20,117.00,117.00,118.65,31,2781,325787.00,
532054,KDDL LTD    ,B ,Q,361.05,372.50,353.25,366.00,365.15,366.00,28,1129,411736.00,
532067,KILPEST (I) ,XT,Q,139.50,139.50,129.65,129.65,129.65,136.45,72,9338,1218733.00,
532070,SUPERB PAPER,X ,Q,29.00,29.05,29.00,29.05,29.05,28.90,63,10068,292223.00,
532081,KSERASERA   ,T ,Q,0.20,0.20,0.20,0.20,0.20,0.21,48,646467,129293.00,
